geneID	name
nbis-gene-5070	scYMR257C
nbis-gene-5071	scYMR258C
nbis-gene-5072	scYMR259C
nbis-gene-5073	scYMR260C
nbis-gene-5074	scYMR261C
nbis-gene-5075	scYMR262W
nbis-gene-5076	scYMR263W
nbis-gene-5077	scYMR264W
nbis-gene-5078	scYMR265C
nbis-gene-5079	scYMR266W
nbis-gene-508	scYBR202W
nbis-gene-5080	scYMR267W
nbis-gene-5081	scYMR268C
nbis-gene-5082	scYMR269W
nbis-gene-5083	scYMR270C
nbis-gene-5084	scYMR271C
nbis-gene-5085	scYMR272C
nbis-gene-5086	scYMR272W-A
nbis-gene-5087	scYMR272W-B
nbis-gene-5088	scYMR273C
nbis-gene-5089	scYMR274C
nbis-gene-509	scYBR203W
nbis-gene-5090	scYMR275C
nbis-gene-5091	scYMR276W
nbis-gene-5092	scYMR277W
nbis-gene-5093	scYMR278W
nbis-gene-5094	scYMR279C
nbis-gene-5095	scYMR280C
nbis-gene-5096	scYMR281W
nbis-gene-5097	scYMR282C
nbis-gene-5098	scYMR283C
nbis-gene-5099	scYMR284W
nbis-gene-51	scYAL018C
nbis-gene-510	scYBR204C
nbis-gene-5100	scYMR285C
nbis-gene-5101	scYMR286W
nbis-gene-5102	scYMR287C
nbis-gene-5103	scYMR288W
nbis-gene-5104	scYMR289W
nbis-gene-5105	scYMR290C
nbis-gene-5106	scYMR290W-A
nbis-gene-5107	scYMR291W
nbis-gene-5108	scYMR292W
nbis-gene-5109	scYMR293C
nbis-gene-511	scYBR205W
nbis-gene-5110	scYMR294W
nbis-gene-5111	scYMR294W-A
nbis-gene-5112	scYMR295C
nbis-gene-5113	scYMR296C
nbis-gene-5114	scYMR297W
nbis-gene-5115	scYMR298W
nbis-gene-5116	scYMR299C
nbis-gene-5117	scYMR300C
nbis-gene-5118	scYMR301C
nbis-gene-5119	scYMR302C
nbis-gene-512	scYBR206W
nbis-gene-5120	scYMR303C
nbis-gene-5121	scYMR304C-A
nbis-gene-5122	scYMR304W
nbis-gene-5123	scYMR305C
nbis-gene-5124	scYMR306C-A
nbis-gene-5125	scYMR306W
nbis-gene-5126	scYMR307C-A
nbis-gene-5127	scYMR307W
nbis-gene-5128	scYMR308C
nbis-gene-5129	scYMR309C
nbis-gene-513	scYBR207W
nbis-gene-5130	scYMR310C
nbis-gene-5131	scYMR311C
nbis-gene-5132	scYMR312W
nbis-gene-5133	scYMR313C
nbis-gene-5134	scYMR314W
nbis-gene-5135	scYMR315W
nbis-gene-5136	scYMR315W-A
nbis-gene-5137	scYMR316C-A
nbis-gene-5138	scYMR316C-B
nbis-gene-5139	scYMR316W
nbis-gene-514	scYBR208C
nbis-gene-5140	scYMR317W
nbis-gene-5141	scYMR318C
nbis-gene-5142	scYMR319C
nbis-gene-5143	scYMR320W
nbis-gene-5144	scYMR321C
nbis-gene-5145	scYMR322C
nbis-gene-5146	scYMR323W
nbis-gene-5147	scYMR324C
nbis-gene-5148	scYMR325W
nbis-gene-5149	scYMR326C
nbis-gene-515	scYBR209W
nbis-gene-5150	scYNL001W
nbis-gene-5151	scYNL002C
nbis-gene-5152	scYNL003C
nbis-gene-5153	scYNL004W
nbis-gene-5154	scYNL005C
nbis-gene-5155	scYNL006W
nbis-gene-5156	scYNL007C
nbis-gene-5157	scYNL008C
nbis-gene-5158	scYNL009W
nbis-gene-5159	scYNL010W
nbis-gene-516	scYBR210W
nbis-gene-5160	scYNL011C
nbis-gene-5161	scYNL012W
nbis-gene-5162	scYNL013C
nbis-gene-5163	scYNL014W
nbis-gene-5164	scYNL015W
nbis-gene-5165	scYNL016W
nbis-gene-5166	scYNL017C
nbis-gene-5167	scYNL018C
nbis-gene-5168	scYNL019C
nbis-gene-5169	scYNL020C
nbis-gene-517	scYBR211C
nbis-gene-5170	scYNL021W
nbis-gene-5171	scYNL022C
nbis-gene-5172	scYNL023C
nbis-gene-5173	scYNL024C
nbis-gene-5174	scYNL024C-A
nbis-gene-5175	scYNL025C
nbis-gene-5176	scYNL026W
nbis-gene-5177	scYNL027W
nbis-gene-5178	scYNL028W
nbis-gene-5179	scYNL029C
nbis-gene-518	scYBR212W
nbis-gene-5180	scYNL030W
nbis-gene-5181	scYNL031C
nbis-gene-5182	scYNL032W
nbis-gene-5183	scYNL033W
nbis-gene-5184	scYNL034W
nbis-gene-5185	scYNL035C
nbis-gene-5186	scYNL036W
nbis-gene-5187	scYNL037C
nbis-gene-5188	scYNL038W
nbis-gene-5189	scYNL039W
nbis-gene-519	scYBR213W
nbis-gene-5190	scYNL040W
nbis-gene-5191	scYNL041C
nbis-gene-5192	scYNL042W
nbis-gene-5193	scYNL042W-B
nbis-gene-5194	scYNL043C
nbis-gene-5195	scYNL044W
nbis-gene-5196	scYNL045W
nbis-gene-5197	scYNL046W
nbis-gene-5198	scYNL047C
nbis-gene-5199	scYNL048W
nbis-gene-52	scYAL019W
nbis-gene-520	scYBR214W
nbis-gene-5200	scYNL049C
nbis-gene-5201	scYNL050C
nbis-gene-5202	scYNL051W
nbis-gene-5203	scYNL052W
nbis-gene-5204	scYNL053W
nbis-gene-5205	scYNL054W
nbis-gene-5206	scYNL054W-A
nbis-gene-5207	scYNL054W-B
nbis-gene-5208	scYNL055C
nbis-gene-5209	scYNL056W
nbis-gene-521	scYBR215W
nbis-gene-5210	scYNL057W
nbis-gene-5211	scYNL058C
nbis-gene-5212	scYNL059C
nbis-gene-5213	scYNL061W
nbis-gene-5214	scYNL062C
nbis-gene-5215	scYNL063W
nbis-gene-5216	scYNL064C
nbis-gene-5217	scYNL065W
nbis-gene-5218	scYNL066W
nbis-gene-5219	scYNL067W
nbis-gene-522	scYBR216C
nbis-gene-5220	scYNL067W-A
nbis-gene-5221	scYNL067W-B
nbis-gene-5222	scYNL068C
nbis-gene-5223	scYNL069C
nbis-gene-5224	scYNL070W
nbis-gene-5225	scYNL071W
nbis-gene-5226	scYNL072W
nbis-gene-5227	scYNL073W
nbis-gene-5228	scYNL074C
nbis-gene-5229	scYNL075W
nbis-gene-523	scYBR217W
nbis-gene-5230	scYNL076W
nbis-gene-5231	scYNL077W
nbis-gene-5232	scYNL078W
nbis-gene-5233	scYNL079C
nbis-gene-5234	scYNL080C
nbis-gene-5235	scYNL081C
nbis-gene-5236	scYNL082W
nbis-gene-5237	scYNL083W
nbis-gene-5238	scYNL084C
nbis-gene-5239	scYNL085W
nbis-gene-524	scYBR218C
nbis-gene-5240	scYNL086W
nbis-gene-5241	scYNL087W
nbis-gene-5242	scYNL088W
nbis-gene-5243	scYNL089C
nbis-gene-5244	scYNL090W
nbis-gene-5245	scYNL091W
nbis-gene-5246	scYNL092W
nbis-gene-5247	scYNL093W
nbis-gene-5248	scYNL094W
nbis-gene-5249	scYNL095C
nbis-gene-525	scYBR219C
nbis-gene-5250	scYNL096C
nbis-gene-5251	scYNL097C
nbis-gene-5252	scYNL097C-B
nbis-gene-5253	scYNL097W-A
nbis-gene-5254	scYNL098C
nbis-gene-5255	scYNL099C
nbis-gene-5256	scYNL100W
nbis-gene-5257	scYNL101W
nbis-gene-5258	scYNL102W
nbis-gene-5259	scYNL103W
nbis-gene-526	scYBR220C
nbis-gene-5260	scYNL103W-A
nbis-gene-5261	scYNL104C
nbis-gene-5262	scYNL105W
nbis-gene-5263	scYNL106C
nbis-gene-5264	scYNL107W
nbis-gene-5265	scYNL108C
nbis-gene-5266	scYNL109W
nbis-gene-5267	scYNL110C
nbis-gene-5268	scYNL111C
nbis-gene-5269	scYNL112W
nbis-gene-527	scYBR221C
nbis-gene-5270	scYNL113W
nbis-gene-5271	scYNL114C
nbis-gene-5272	scYNL115C
nbis-gene-5273	scYNL116W
nbis-gene-5274	scYNL117W
nbis-gene-5275	scYNL118C
nbis-gene-5276	scYNL119W
nbis-gene-5277	scYNL120C
nbis-gene-5278	scYNL121C
nbis-gene-5279	scYNL122C
nbis-gene-528	scYBR221W-A
nbis-gene-5280	scYNL123W
nbis-gene-5281	scYNL124W
nbis-gene-5282	scYNL125C
nbis-gene-5283	scYNL126W
nbis-gene-5284	scYNL127W
nbis-gene-5285	scYNL128W
nbis-gene-5286	scYNL129W
nbis-gene-5287	scYNL130C
nbis-gene-5288	scYNL130C-A
nbis-gene-5289	scYNL131W
nbis-gene-529	scYBR222C
nbis-gene-5290	scYNL132W
nbis-gene-5291	scYNL133C
nbis-gene-5292	scYNL134C
nbis-gene-5293	scYNL135C
nbis-gene-5294	scYNL136W
nbis-gene-5295	scYNL137C
nbis-gene-5296	scYNL138W
nbis-gene-5297	scYNL138W-A
nbis-gene-5298	scYNL139C
nbis-gene-5299	scYNL140C
nbis-gene-53	scYAL019W-A
nbis-gene-530	scYBR223C
nbis-gene-5300	scYNL141W
nbis-gene-5301	scYNL142W
nbis-gene-5302	scYNL143C
nbis-gene-5303	scYNL144C
nbis-gene-5304	scYNL144W-A
nbis-gene-5305	scYNL145W
nbis-gene-5306	scYNL146C-A
nbis-gene-5307	scYNL146W
nbis-gene-5308	scYNL147W
nbis-gene-5309	scYNL148C
nbis-gene-531	scYBR223W-A
nbis-gene-5310	scYNL149C
nbis-gene-5311	scYNL150W
nbis-gene-5312	scYNL151C
nbis-gene-5313	scYNL152W
nbis-gene-5314	scYNL153C
nbis-gene-5315	scYNL154C
nbis-gene-5316	scYNL155W
nbis-gene-5317	scYNL156C
nbis-gene-5318	scYNL157W
nbis-gene-5319	scYNL158W
nbis-gene-532	scYBR224W
nbis-gene-5320	scYNL159C
nbis-gene-5321	scYNL160W
nbis-gene-5322	scYNL161W
nbis-gene-5323	scYNL162W
nbis-gene-5324	scYNL162W-A
nbis-gene-5325	scYNL163C
nbis-gene-5326	scYNL164C
nbis-gene-5327	scYNL165W
nbis-gene-5328	scYNL166C
nbis-gene-5329	scYNL167C
nbis-gene-533	scYBR225W
nbis-gene-5330	scYNL168C
nbis-gene-5331	scYNL169C
nbis-gene-5332	scYNL170W
nbis-gene-5333	scYNL171C
nbis-gene-5334	scYNL172W
nbis-gene-5335	scYNL173C
nbis-gene-5336	scYNL174W
nbis-gene-5337	scYNL175C
nbis-gene-5338	scYNL176C
nbis-gene-5339	scYNL177C
nbis-gene-534	scYBR226C
nbis-gene-5340	scYNL178W
nbis-gene-5341	scYNL179C
nbis-gene-5342	scYNL180C
nbis-gene-5343	scYNL181W
nbis-gene-5344	scYNL182C
nbis-gene-5345	scYNL183C
nbis-gene-5346	scYNL184C
nbis-gene-5347	scYNL185C
nbis-gene-5348	scYNL186W
nbis-gene-5349	scYNL187W
nbis-gene-535	scYBR227C
nbis-gene-5350	scYNL188W
nbis-gene-5351	scYNL189W
nbis-gene-5352	scYNL190W
nbis-gene-5353	scYNL191W
nbis-gene-5354	scYNL192W
nbis-gene-5355	scYNL193W
nbis-gene-5356	scYNL194C
nbis-gene-5357	scYNL195C
nbis-gene-5358	scYNL196C
nbis-gene-5359	scYNL197C
nbis-gene-536	scYBR228W
nbis-gene-5360	scYNL198C
nbis-gene-5361	scYNL199C
nbis-gene-5362	scYNL200C
nbis-gene-5363	scYNL201C
nbis-gene-5364	scYNL202W
nbis-gene-5365	scYNL203C
nbis-gene-5366	scYNL204C
nbis-gene-5367	scYNL205C
nbis-gene-5368	scYNL206C
nbis-gene-5369	scYNL207W
nbis-gene-537	scYBR229C
nbis-gene-5370	scYNL208W
nbis-gene-5371	scYNL209W
nbis-gene-5372	scYNL210W
nbis-gene-5373	scYNL211C
nbis-gene-5374	scYNL212W
nbis-gene-5375	scYNL213C
nbis-gene-5376	scYNL214W
nbis-gene-5377	scYNL215W
nbis-gene-5378	scYNL216W
nbis-gene-5379	scYNL217W
nbis-gene-538	scYBR230C
nbis-gene-5380	scYNL218W
nbis-gene-5381	scYNL219C
nbis-gene-5382	scYNL220W
nbis-gene-5383	scYNL221C
nbis-gene-5384	scYNL222W
nbis-gene-5385	scYNL223W
nbis-gene-5386	scYNL224C
nbis-gene-5387	scYNL225C
nbis-gene-5388	scYNL226W
nbis-gene-5389	scYNL227C
nbis-gene-539	scYBR230W-A
nbis-gene-5390	scYNL228W
nbis-gene-5391	scYNL229C
nbis-gene-5392	scYNL230C
nbis-gene-5393	scYNL231C
nbis-gene-5394	scYNL232W
nbis-gene-5395	scYNL233W
nbis-gene-5396	scYNL234W
nbis-gene-5397	scYNL235C
nbis-gene-5398	scYNL236W
nbis-gene-5399	scYNL237W
nbis-gene-54	scYAL020C
nbis-gene-540	scYBR231C
nbis-gene-5400	scYNL238W
nbis-gene-5401	scYNL239W
nbis-gene-5402	scYNL240C
nbis-gene-5403	scYNL241C
nbis-gene-5404	scYNL242W
nbis-gene-5405	scYNL243W
nbis-gene-5406	scYNL244C
nbis-gene-5407	scYNL245C
nbis-gene-5408	scYNL246W
nbis-gene-5409	scYNL247W
nbis-gene-541	scYBR232C
nbis-gene-5410	scYNL248C
nbis-gene-5411	scYNL249C
nbis-gene-5412	scYNL250W
nbis-gene-5413	scYNL251C
nbis-gene-5414	scYNL252C
nbis-gene-5415	scYNL253W
nbis-gene-5416	scYNL254C
nbis-gene-5417	scYNL255C
nbis-gene-5418	scYNL256W
nbis-gene-5419	scYNL257C
nbis-gene-542	scYBR233W
nbis-gene-5420	scYNL258C
nbis-gene-5421	scYNL259C
nbis-gene-5422	scYNL260C
nbis-gene-5423	scYNL261W
nbis-gene-5424	scYNL262W
nbis-gene-5425	scYNL263C
nbis-gene-5426	scYNL264C
nbis-gene-5427	scYNL265C
nbis-gene-5428	scYNL266W
nbis-gene-5429	scYNL267W
nbis-gene-543	scYBR233W-A
nbis-gene-5430	scYNL268W
nbis-gene-5431	scYNL269W
nbis-gene-5432	scYNL270C
nbis-gene-5433	scYNL271C
nbis-gene-5434	scYNL272C
nbis-gene-5435	scYNL273W
nbis-gene-5436	scYNL274C
nbis-gene-5437	scYNL275W
nbis-gene-5438	scYNL276C
nbis-gene-5439	scYNL277W
nbis-gene-544	scYBR234C
nbis-gene-5440	scYNL277W-A
nbis-gene-5441	scYNL278W
nbis-gene-5442	scYNL279W
nbis-gene-5443	scYNL280C
nbis-gene-5444	scYNL281W
nbis-gene-5445	scYNL282W
nbis-gene-5446	scYNL283C
nbis-gene-5447	scYNL284C
nbis-gene-5448	scYNL284C-A
nbis-gene-5449	scYNL284C-B
nbis-gene-545	scYBR235W
nbis-gene-5450	scYNL285W
nbis-gene-5451	scYNL286W
nbis-gene-5452	scYNL287W
nbis-gene-5453	scYNL288W
nbis-gene-5454	scYNL289W
nbis-gene-5455	scYNL290W
nbis-gene-5456	scYNL291C
nbis-gene-5457	scYNL292W
nbis-gene-5458	scYNL293W
nbis-gene-5459	scYNL294C
nbis-gene-546	scYBR236C
nbis-gene-5460	scYNL295W
nbis-gene-5461	scYNL296W
nbis-gene-5462	scYNL297C
nbis-gene-5463	scYNL298W
nbis-gene-5464	scYNL299W
nbis-gene-5465	scYNL300W
nbis-gene-5466	scYNL301C
nbis-gene-5467	scYNL302C
nbis-gene-5468	scYNL303W
nbis-gene-5469	scYNL304W
nbis-gene-547	scYBR237W
nbis-gene-5470	scYNL305C
nbis-gene-5471	scYNL306W
nbis-gene-5472	scYNL307C
nbis-gene-5473	scYNL308C
nbis-gene-5474	scYNL309W
nbis-gene-5475	scYNL310C
nbis-gene-5476	scYNL311C
nbis-gene-5477	scYNL312W
nbis-gene-5478	scYNL313C
nbis-gene-5479	scYNL314W
nbis-gene-548	scYBR238C
nbis-gene-5480	scYNL315C
nbis-gene-5481	scYNL316C
nbis-gene-5482	scYNL317W
nbis-gene-5483	scYNL318C
nbis-gene-5484	scYNL319W
nbis-gene-5485	scYNL320W
nbis-gene-5486	scYNL321W
nbis-gene-5487	scYNL322C
nbis-gene-5488	scYNL323W
nbis-gene-5489	scYNL324W
nbis-gene-549	scYBR239C
nbis-gene-5490	scYNL325C
nbis-gene-5491	scYNL326C
nbis-gene-5492	scYNL327W
nbis-gene-5493	scYNL328C
nbis-gene-5494	scYNL329C
nbis-gene-5495	scYNL330C
nbis-gene-5496	scYNL331C
nbis-gene-5497	scYNL332W
nbis-gene-5498	scYNL333W
nbis-gene-5499	scYNL334C
nbis-gene-55	scYAL021C
nbis-gene-550	scYBR240C
nbis-gene-5500	scYNL335W
nbis-gene-5501	scYNL336W
nbis-gene-5502	scYNL337W
nbis-gene-5503	scYNL338W
nbis-gene-5504	scYNL339C
nbis-gene-5505	scYNL339W-A
nbis-gene-5506	scYNL339W-B
nbis-gene-5507	scYNR001C
nbis-gene-5508	scYNR001W-A
nbis-gene-5509	scYNR002C
nbis-gene-551	scYBR241C
nbis-gene-5510	scYNR003C
nbis-gene-5511	scYNR003W-A
nbis-gene-5512	scYNR004W
nbis-gene-5513	scYNR005C
nbis-gene-5514	scYNR006W
nbis-gene-5515	scYNR007C
nbis-gene-5516	scYNR008W
nbis-gene-5517	scYNR009W
nbis-gene-5518	scYNR010W
nbis-gene-5519	scYNR011C
nbis-gene-552	scYBR242W
nbis-gene-5520	scYNR012W
nbis-gene-5521	scYNR013C
nbis-gene-5522	scYNR014W
nbis-gene-5523	scYNR015W
nbis-gene-5524	scYNR016C
nbis-gene-5525	scYNR017W
nbis-gene-5526	scYNR018W
nbis-gene-5527	scYNR019W
nbis-gene-5528	scYNR020C
nbis-gene-5529	scYNR021W
nbis-gene-553	scYBR243C
nbis-gene-5530	scYNR022C
nbis-gene-5531	scYNR023W
nbis-gene-5532	scYNR024W
nbis-gene-5533	scYNR025C
nbis-gene-5534	scYNR026C
nbis-gene-5535	scYNR027W
nbis-gene-5536	scYNR028W
nbis-gene-5537	scYNR029C
nbis-gene-5538	scYNR030W
nbis-gene-5539	scYNR031C
nbis-gene-554	scYBR244W
nbis-gene-5540	scYNR032C-A
nbis-gene-5541	scYNR032W
nbis-gene-5542	scYNR033W
nbis-gene-5543	scYNR034W
nbis-gene-5544	scYNR034W-A
nbis-gene-5545	scYNR035C
nbis-gene-5546	scYNR036C
nbis-gene-5547	scYNR037C
nbis-gene-5548	scYNR038W
nbis-gene-5549	scYNR039C
nbis-gene-555	scYBR245C
nbis-gene-5550	scYNR040W
nbis-gene-5551	scYNR041C
nbis-gene-5552	scYNR042W
nbis-gene-5553	scYNR043W
nbis-gene-5554	scYNR044W
nbis-gene-5555	scYNR045W
nbis-gene-5556	scYNR046W
nbis-gene-5557	scYNR047W
nbis-gene-5558	scYNR048W
nbis-gene-5559	scYNR049C
nbis-gene-556	scYBR246W
nbis-gene-5560	scYNR050C
nbis-gene-5561	scYNR051C
nbis-gene-5562	scYNR052C
nbis-gene-5563	scYNR053C
nbis-gene-5564	scYNR054C
nbis-gene-5565	scYNR055C
nbis-gene-5566	scYNR056C
nbis-gene-5567	scYNR057C
nbis-gene-5568	scYNR058W
nbis-gene-5569	scYNR059W
nbis-gene-557	scYBR247C
nbis-gene-5570	scYNR060W
nbis-gene-5571	scYNR061C
nbis-gene-5572	scYNR062C
nbis-gene-5573	scYNR063W
nbis-gene-5574	scYNR064C
nbis-gene-5575	scYNR065C
nbis-gene-5576	scYNR066C
nbis-gene-5577	scYNR067C
nbis-gene-5578	scYNR068C
nbis-gene-5579	scYNR069C
nbis-gene-558	scYBR248C
nbis-gene-5580	scYNR070W
nbis-gene-5581	scYNR071C
nbis-gene-5582	scYNR072W
nbis-gene-5583	scYNR073C
nbis-gene-5584	scYNR074C
nbis-gene-5585	scYNR075C-A
nbis-gene-5586	scYNR075W
nbis-gene-5587	scYNR076W
nbis-gene-5588	scYNR077C
nbis-gene-5589	scYOL001W
nbis-gene-559	scYBR249C
nbis-gene-5590	scYOL002C
nbis-gene-5591	scYOL003C
nbis-gene-5592	scYOL004W
nbis-gene-5593	scYOL005C
nbis-gene-5594	scYOL006C
nbis-gene-5595	scYOL007C
nbis-gene-5596	scYOL008W
nbis-gene-5597	scYOL009C
nbis-gene-5598	scYOL010W
nbis-gene-5599	scYOL011W
nbis-gene-56	scYAL022C
nbis-gene-560	scYBR250W
nbis-gene-5600	scYOL012C
nbis-gene-5601	scYOL013C
nbis-gene-5602	scYOL013W-A
nbis-gene-5603	scYOL013W-B
nbis-gene-5604	scYOL014W
nbis-gene-5605	scYOL015W
nbis-gene-5606	scYOL016C
nbis-gene-5607	scYOL017W
nbis-gene-5608	scYOL018C
nbis-gene-5609	scYOL019W
nbis-gene-561	scYBR251W
nbis-gene-5610	scYOL019W-A
nbis-gene-5611	scYOL020W
nbis-gene-5612	scYOL021C
nbis-gene-5613	scYOL022C
nbis-gene-5614	scYOL023W
nbis-gene-5615	scYOL024W
nbis-gene-5616	scYOL025W
nbis-gene-5617	scYOL026C
nbis-gene-5618	scYOL027C
nbis-gene-5619	scYOL028C
nbis-gene-562	scYBR252W
nbis-gene-5620	scYOL029C
nbis-gene-5621	scYOL030W
nbis-gene-5622	scYOL031C
nbis-gene-5623	scYOL032W
nbis-gene-5624	scYOL033W
nbis-gene-5625	scYOL034W
nbis-gene-5626	scYOL035C
nbis-gene-5627	scYOL036W
nbis-gene-5628	scYOL037C
nbis-gene-5629	scYOL038C-A
nbis-gene-563	scYBR253W
nbis-gene-5630	scYOL038W
nbis-gene-5631	scYOL039W
nbis-gene-5632	scYOL040C
nbis-gene-5633	scYOL041C
nbis-gene-5634	scYOL042W
nbis-gene-5635	scYOL043C
nbis-gene-5636	scYOL044W
nbis-gene-5637	scYOL045W
nbis-gene-5638	scYOL046C
nbis-gene-5639	scYOL047C
nbis-gene-564	scYBR254C
nbis-gene-5640	scYOL048C
nbis-gene-5641	scYOL049W
nbis-gene-5642	scYOL050C
nbis-gene-5643	scYOL051W
nbis-gene-5644	scYOL052C
nbis-gene-5645	scYOL052C-A
nbis-gene-5646	scYOL053W
nbis-gene-5647	scYOL054W
nbis-gene-5648	scYOL055C
nbis-gene-5649	scYOL056W
nbis-gene-565	scYBR255C-A
nbis-gene-5650	scYOL057W
nbis-gene-5651	scYOL058W
nbis-gene-5652	scYOL059W
nbis-gene-5653	scYOL060C
nbis-gene-5654	scYOL061W
nbis-gene-5655	scYOL062C
nbis-gene-5656	scYOL063C
nbis-gene-5657	scYOL064C
nbis-gene-5658	scYOL065C
nbis-gene-5659	scYOL066C
nbis-gene-566	scYBR255W
nbis-gene-5660	scYOL067C
nbis-gene-5661	scYOL068C
nbis-gene-5662	scYOL069W
nbis-gene-5663	scYOL070C
nbis-gene-5664	scYOL071W
nbis-gene-5665	scYOL072W
nbis-gene-5666	scYOL073C
nbis-gene-5667	scYOL075C
nbis-gene-5668	scYOL076W
nbis-gene-5669	scYOL077C
nbis-gene-567	scYBR256C
nbis-gene-5670	scYOL077W-A
nbis-gene-5671	scYOL078W
nbis-gene-5672	scYOL079W
nbis-gene-5673	scYOL080C
nbis-gene-5674	scYOL081W
nbis-gene-5675	scYOL082W
nbis-gene-5676	scYOL083C-A
nbis-gene-5677	scYOL083W
nbis-gene-5678	scYOL084W
nbis-gene-5679	scYOL085C
nbis-gene-568	scYBR257W
nbis-gene-5680	scYOL085W-A
nbis-gene-5681	scYOL086C
nbis-gene-5682	scYOL086W-A
nbis-gene-5683	scYOL087C
nbis-gene-5684	scYOL088C
nbis-gene-5685	scYOL089C
nbis-gene-5686	scYOL090W
nbis-gene-5687	scYOL091W
nbis-gene-5688	scYOL092W
nbis-gene-5689	scYOL093W
nbis-gene-569	scYBR258C
nbis-gene-5690	scYOL094C
nbis-gene-5691	scYOL095C
nbis-gene-5692	scYOL096C
nbis-gene-5693	scYOL097C
nbis-gene-5694	scYOL097W-A
nbis-gene-5695	scYOL098C
nbis-gene-5696	scYOL099C
nbis-gene-5697	scYOL100W
nbis-gene-5698	scYOL101C
nbis-gene-5699	scYOL102C
nbis-gene-57	scYAL023C
nbis-gene-570	scYBR259W
nbis-gene-5700	scYOL103W
nbis-gene-5701	scYOL103W-A
nbis-gene-5702	scYOL103W-B
nbis-gene-5703	scYOL104C
nbis-gene-5704	scYOL105C
nbis-gene-5705	scYOL106W
nbis-gene-5706	scYOL107W
nbis-gene-5707	scYOL108C
nbis-gene-5708	scYOL109W
nbis-gene-5709	scYOL110W
nbis-gene-571	scYBR260C
nbis-gene-5710	scYOL111C
nbis-gene-5711	scYOL112W
nbis-gene-5712	scYOL113W
nbis-gene-5713	scYOL114C
nbis-gene-5714	scYOL115W
nbis-gene-5715	scYOL116W
nbis-gene-5716	scYOL117W
nbis-gene-5717	scYOL118C
nbis-gene-5718	scYOL119C
nbis-gene-5719	scYOL120C
nbis-gene-572	scYBR261C
nbis-gene-5720	scYOL121C
nbis-gene-5721	scYOL122C
nbis-gene-5722	scYOL123W
nbis-gene-5723	scYOL124C
nbis-gene-5724	scYOL125W
nbis-gene-5725	scYOL126C
nbis-gene-5726	scYOL127W
nbis-gene-5727	scYOL128C
nbis-gene-5728	scYOL129W
nbis-gene-5729	scYOL130W
nbis-gene-573	scYBR262C
nbis-gene-5730	scYOL131W
nbis-gene-5731	scYOL132W
nbis-gene-5732	scYOL133W
nbis-gene-5733	scYOL134C
nbis-gene-5734	scYOL135C
nbis-gene-5735	scYOL136C
nbis-gene-5736	scYOL137W
nbis-gene-5737	scYOL138C
nbis-gene-5738	scYOL139C
nbis-gene-5739	scYOL140W
nbis-gene-574	scYBR263W
nbis-gene-5740	scYOL141W
nbis-gene-5741	scYOL142W
nbis-gene-5742	scYOL143C
nbis-gene-5743	scYOL144W
nbis-gene-5744	scYOL145C
nbis-gene-5745	scYOL146W
nbis-gene-5746	scYOL147C
nbis-gene-5747	scYOL148C
nbis-gene-5748	scYOL149W
nbis-gene-5749	scYOL150C
nbis-gene-575	scYBR264C
nbis-gene-5750	scYOL151W
nbis-gene-5751	scYOL152W
nbis-gene-5752	scYOL153C
nbis-gene-5753	scYOL154W
nbis-gene-5754	scYOL155C
nbis-gene-5755	scYOL155W-A
nbis-gene-5756	scYOL156W
nbis-gene-5757	scYOL157C
nbis-gene-5758	scYOL158C
nbis-gene-5759	scYOL159C
nbis-gene-576	scYBR265W
nbis-gene-5760	scYOL159C-A
nbis-gene-5761	scYOL160W
nbis-gene-5762	scYOL161C
nbis-gene-5763	scYOL162W
nbis-gene-5764	scYOL163W
nbis-gene-5765	scYOL164W
nbis-gene-5766	scYOL164W-A
nbis-gene-5767	scYOL165C
nbis-gene-5768	scYOL166C
nbis-gene-5769	scYOL166W-A
nbis-gene-577	scYBR266C
nbis-gene-5770	scYOR001W
nbis-gene-5771	scYOR002W
nbis-gene-5772	scYOR003W
nbis-gene-5773	scYOR004W
nbis-gene-5774	scYOR005C
nbis-gene-5775	scYOR006C
nbis-gene-5776	scYOR007C
nbis-gene-5777	scYOR008C
nbis-gene-5778	scYOR008C-A
nbis-gene-5779	scYOR008W-B
nbis-gene-578	scYBR267W
nbis-gene-5780	scYOR009W
nbis-gene-5781	scYOR010C
nbis-gene-5782	scYOR011W
nbis-gene-5783	scYOR011W-A
nbis-gene-5784	scYOR012W
nbis-gene-5785	scYOR013W
nbis-gene-5786	scYOR014W
nbis-gene-5787	scYOR015W
nbis-gene-5788	scYOR016C
nbis-gene-5789	scYOR017W
nbis-gene-579	scYBR268W
nbis-gene-5790	scYOR018W
nbis-gene-5791	scYOR019W
nbis-gene-5792	scYOR020C
nbis-gene-5793	scYOR020W-A
nbis-gene-5794	scYOR021C
nbis-gene-5795	scYOR022C
nbis-gene-5796	scYOR023C
nbis-gene-5797	scYOR024W
nbis-gene-5798	scYOR025W
nbis-gene-5799	scYOR026W
nbis-gene-58	scYAL024C
nbis-gene-580	scYBR269C
nbis-gene-5800	scYOR027W
nbis-gene-5801	scYOR028C
nbis-gene-5802	scYOR029W
nbis-gene-5803	scYOR030W
nbis-gene-5804	scYOR031W
nbis-gene-5805	scYOR032C
nbis-gene-5806	scYOR032W-A
nbis-gene-5807	scYOR033C
nbis-gene-5808	scYOR034C
